STATION_PK_SEQ,EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,OPERATION,EVENT_DATE,CTD_CAST_NUMBER,SITE_ID,LATITUDE,LONGITUDE,SURVEY_PERIOD,REGION,PLANKTON_STRATUM,GROUNDFISH_STRATUM,SURFACE_TEMPERATURE,SURFACE_TEMPERATURE_INSTRUMENT,TOW_PROFILE,TOW_PROTOCOL,TOW_TIME_DURATION,TOW_MAXIMUM_DEPTH,MAXIMUM_WIRE_OUT,BOTTOM_DEPTH_MAX_WIRE_OUT,EVENT_COMMENT,CNV_STRNUM,CNV_REG,CNV_SUBREG,CNV_OTHNUM,DOE,DOC,UOE,UOC,SAMPLING_PROGRAM,TimeDecimal,DayNight,Sunrise,Sunset
38701,70231,GU1608,101,103,BON/CTD,05/31/0016 07:18,84,101,41.6667,-65.8333,LSPRING,GB,28,1170,11.35,C,OBL,STD,999,154,NaN,159,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,7.3,Night,9.13471999999962,23.5263866666662
38702,70232,GU1608,103,105,BON/CTD,05/31/0016 13:08,85,103,41.83,-65.915,LSPRING,GB,29,1160,8.89,C,OBL,STD,791,108,NaN,113,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,13.1333333333333,Day,9.13183333333319,23.5401666666668
38703,70233,GU1608,104,106,BON/CTD,05/31/0016 16:24,86,104,42.2267,-65.7633,LSPRING,GOM,381,1290,9.47,C,OBL,STD,1660,201,NaN,224,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,16.4,Day,9.10505333333328,23.5467199999998
38704,70234,GU1608,105,108,BON/CTD,05/31/0016 19:45,87,105,42.085,-66.1683,LSPRING,GB,32,1210,7.78,C,OBL,STD,584,89,NaN,96,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,19.75,Day,9.14038666666653,23.5653866666666
38705,70235,GU1608,106,109,BON/CTD,05/31/0016 21:51,88,106,41.9167,-66.42,LSPRING,GB,29,1160,9.01,C,OBL,STD,583,86,NaN,91,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,21.85,Day,9.16550000000035,23.573833333334
38706,70236,GU1608,107,110,BON/CTD,05/31/0016 22:57,89,107,41.8317,-66.3367,LSPRING,GB,29,1160,9.15,C,OBL,STD,646,75,NaN,79,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,22.95,Day,9.15994666666694,23.5682800000006
38707,70237,GU1608,108,111,BON/CTD,06/01/0016 01:03,90,108,41.7483,-66.6567,LSPRING,GB,29,1160,8.97,C,OBL,STD,425,61,NaN,65,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,1.05,Night,9.17294666666686,23.5979466666669
38708,70238,GU1608,109,112,BON/CTD,06/01/0016 04:22,91,109,42.165,-66.665,LSPRING,GB,32,1220,10,C,OBL,STD,973,165,NaN,169,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,4.36666666666667,Night,9.15683333333283,23.6151666666664
38709,70239,GU1608,110,113,BON/CTD,06/01/0016 07:01,92,110,41.995,-67.0883,LSPRING,GB,30,1190,9.56,C,OBL,STD,370,49,NaN,54,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,7.01666666666667,Night,9.1933866666671,23.6433866666668
38710,70240,GU1608,111,114,BON/CTD,06/01/0016 08:49,93,111,41.9217,-67.415,LSPRING,GB,31,1200,10.15,C,OBL,STD,409,45,NaN,51,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.81666666666667,Night,9.21516666666668,23.6568333333332
38711,70241,GU1608,112,115,BON/CTD,06/01/0016 09:28,94,112,42.0033,-67.4217,LSPRING,GB,31,1200,10.06,C,OBL,STD,333,35,NaN,39,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,9.46666666666667,Day,9.21561333333381,23.6656133333335
38712,70242,GU1608,114,117,BON/CTD,06/01/0016 14:29,95,114,41.7433,-68.165,LSPRING,GB,31,1200,11.7,C,OBL,STD,353,47,NaN,53,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,14.4833333333333,Day,9.27349999999985,23.6984999999999
38713,70243,GU1608,115,118,BON/CTD,06/01/0016 17:32,96,115,41.245,-68.0833,LSPRING,GB,30,1190,10.79,C,OBL,STD,363,40,NaN,44,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.5333333333333,Day,9.28472000000017,23.6763866666667
38714,70244,GU1608,116,119,BON/CTD,06/01/0016 19:20,97,116,40.9983,-68.1683,LSPRING,GB,30,1190,10.98,C,OBL,STD,443,41,NaN,44,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,19.3333333333333,Day,9.3070533333335,23.6653866666665
38715,70245,GU1608,117,120,BON/CTD,06/01/0016 21:46,98,117,40.75,-68.3383,LSPRING,GB,30,1190,11.17,C,OBL,STD,510,56,NaN,60,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,21.7666666666667,Day,9.32672000000054,23.6683866666671
38716,70246,GU1608,118,121,BON/CTD,06/01/0016 23:33,99,118,40.835,-68.6683,LSPRING,GB,30,1190,9.86,C,OBL,STD,406,57,NaN,62,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.55,Day,9.34872000000025,23.6903866666668
38717,70247,GU1608,120,123,BON/CTD,06/02/0016 03:26,100,120,40.9817,-69.055,LSPRING,SNE,23,1100,9.56,C,OBL,STD,444,75,NaN,79,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,3.43333333333333,Night,9.34949999999964,23.7411666666662
38718,70248,GU1608,121,124,BON/CTD,06/02/0016 05:52,101,121,41.1617,-68.7533,LSPRING,GOM,33,1230,9.6,C,OBL,STD,399,55,NaN,60,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,5.86666666666667,Night,9.32105333333363,23.7293866666673
38719,70249,GU1608,122,125,BON/CTD,06/02/0016 08:15,102,122,41.415,-69.0083,LSPRING,GOM,34,1240,12.55,C,OBL,STD,942,145,NaN,151,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.25,Night,9.32972000000047,23.7547200000005
38720,70250,GU1608,123,126,BON/CTD,06/02/0016 10:06,103,123,41.665,-69.0017,LSPRING,GOM,34,1240,12.67,C,OBL,STD,1087,153,NaN,159,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,10.1,Day,9.31261333333311,23.7709466666667
38721,70251,GU1608,124,127,BON/CTD,06/02/0016 11:15,104,124,41.745,-69.0883,LSPRING,GOM,34,1240,12.46,C,OBL,STD,1187,166,NaN,171,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,11.25,Day,9.31838666666664,23.7767200000002
38722,70252,GU1608,125,128,BON/CTD,06/02/0016 14:10,105,125,42.085,-69.3383,LSPRING,GOM,37,1280,12.85,C,OBL,STD,1418,208,NaN,216,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,14.1666666666667,Day,9.31838666666664,23.8100533333331
38723,70253,GU1608,126,129,BON/CTD,06/02/0016 17:32,106,126,42.0767,-69.9233,LSPRING,GOM,36,1260,13.9,C,OBL,STD,598,84,NaN,88,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.5333333333333,Day,9.3573866666664,23.8490533333328
38724,70254,GU1608,127,130,BON/CTD,06/03/0016 06:54,107,127,41.2533,-70.655,LSPRING,SNE,25,3460,13.73,C,OBL,STD,397,20,NaN,26,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,6.9,Night,9.43116666666703,23.8728333333335
38725,70255,GU1608,128,131,BON/CTD,06/03/0016 08:51,108,128,41.265,-70.98,LSPRING,SNE,20,1050,14.16,C,OBL,STD,319,36,NaN,41,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.85,Night,9.45283333333379,23.8945000000003
38726,70256,GU1608,129,132,BON/CTD,06/07/0016 23:45,109,129,42.1667,-70.5767,LSPRING,GOM,35,3590,14.02,C,OBL,STD,310,25,NaN,29,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.75,Day,9.32594666666666,23.9759466666669
38727,70257,GU1608,130,133,BON/CTD,06/08/0016 01:07,110,130,42.1633,-70.3367,LSPRING,GOM,36,1260,14.1,C,OBL,STD,237,22,NaN,26,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,1.11666666666667,Night,9.2932799999997,23.9766133333334
38728,70258,GU1608,133,136,BON/CTD,06/08/0016 05:34,111,133,42.4217,-70.605,LSPRING,GOM,36,1260,14.56,C,OBL,STD,572,84,NaN,89,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,5.56666666666667,Night,9.30283333333324,0.00283333333339518
38729,70259,GU1608,135,139,BON/CTD,06/08/0016 11:29,112,135,42.4983,-69.655,LSPRING,GOM,37,1280,12.97,C,OBL,STD,1558,201,NaN,250,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,11.4833333333333,Day,9.23116666666653,23.9478333333331
38730,70260,GU1608,136,141,BON/CTD,06/08/0016 14:33,113,136,42.6583,-69.325,LSPRING,GOM,37,1280,12.84,C,OBL,STD,1387,211,NaN,220,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,14.55,Day,9.20083333333361,23.9341666666666
38731,70261,GU1608,137,142,BON/CTD,06/08/0016 17:48,114,137,43.08,-69.4183,LSPRING,GOM,41,1370,14.09,C,OBL,STD,1180,172,NaN,179,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.8,Day,9.19038666666649,23.957053333333
38732,70262,GU1608,138,143,BON/CTD,06/08/0016 20:54,115,138,42.995,-68.83,LSPRING,GOM,41,1370,12.53,C,OBL,STD,1520,174,NaN,183,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,20.9,Day,9.1511666666666,23.9178333333331
38733,70263,GU1608,139,144,BON/CTD,06/08/0016 23:53,116,139,43.0817,-68.335,LSPRING,GOM,42,1360,12.58,C,OBL,STD,1478,194,NaN,203,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.8833333333333,Day,9.1181666666667,23.8848333333332
38734,70264,GU1608,140,145,BON/CTD,06/09/0016 01:44,117,140,43.245,-68.1717,LSPRING,GOM,42,1360,12.41,C,OBL,STD,1329,201,NaN,206,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,1.73333333333333,Night,9.08228000000037,23.8989466666669
38735,70265,GU1608,141,146,BON/CTD,06/09/0016 05:05,118,141,43.0183,-67.705,LSPRING,GOM,42,1360,10.51,C,OBL,STD,1116,166,NaN,175,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,5.08333333333333,Night,9.0594999999999,23.8595
38736,70266,GU1608,142,148,BON/CTD,06/09/0016 08:47,119,142,42.74,-67.4133,LSPRING,GOM,382,1290,10.11,C,OBL,STD,2170,200,NaN,207,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.78333333333333,Night,9.0567200000001,23.8233866666666
38737,70267,GU1608,143,149,BON/CTD,06/09/0016 12:40,120,143,42.3267,-67.7467,LSPRING,GOM,382,1290,11.4,C,OBL,STD,1349,212,NaN,220,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,12.6666666666667,Day,9.10394666666713,23.8206133333337
